CPU	 3	 0.11665
CPU	 1	 0.183325
CPU	 5	 0.1
CPU	 7	 0.1
CPU	 11	 0.083325
CPU	 9	 0.083325
CPU	 13	 0.083325
CPU	 17	 0.1
CPU	 19	 0.1
CPU	 15	 0.1
CPU	 21	 0.2
CPU	 23	 0.1
CPU	 27	 0.16665
CPU	 25	 0.233325
CPU	 29	 0.083325
CPU	 33	 0.1
CPU	 31	 0.06665
CPU	 37	 0.116675
CPU	 35	 0.083325
CPU	 43	 0.08335
CPU	 39	 0.1
CPU	 45	 0.116675
CPU	 41	 0.23335
CPU	 49	 0.1
CPU	 53	 0.11665
CPU	 59	 0.1
CPU	 55	 0.216675
CPU	 47	 0.1
CPU	 51	 0.116675
CPU	 57	 0.08335
CPU	 65	 0.066675
CPU	 61	 0.166675
CPU	 67	 0.15
CPU	 63	 0.08335
CPU	 75	 0.066675
CPU	 69	 0.06665
CPU	 73	 0.08335
CPU	 71	 0.066675
CPU	 77	 0.066675
CPU	 81	 0.066675
CPU	 83	 0.11665
CPU	 79	 0.25
CPU	 85	 0.133325
CPU	 87	 0.133325
CPU	 89	 0.083325
CPU	 91	 0.15
CPU	 93	 0.1
CPU	 95	 0.06665
CPU	 97	 0.133325
CPU	 99	 0.083325
IO	 6	 1388.1
IO	 62	 1384.62
IO	 78	 1385.12
IO	 24	 1388.65
IO	 46	 1387.93
IO	 56	 1387.52
IO	 76	 1387.72
IO	 64	 1389.17
IO	 16	 1392.3
IO	 8	 1392.73
IO	 12	 1392.58
IO	 94	 1387.93
IO	 28	 1392.27
IO	 84	 1388.68
IO	 44	 1391.52
IO	 96	 1388.13
IO	 4	 1393.92
IO	 82	 1389.1
IO	 48	 1391.48
IO	 86	 1389.08
IO	 34	 1392.4
IO	 68	 1390.35
IO	 32	 1392.72
IO	 80	 1389.72
IO	 54	 1391.47
IO	 58	 1391.22
IO	 42	 1392.42
IO	 22	 1393.9
IO	 30	 1393.4
IO	 90	 1389.52
IO	 98	 1388.97
IO	 88	 1389.72
IO	 52	 1391.83
IO	 66	 1391.4
IO	 40	 1393.25
IO	 20	 1394.52
IO	 14	 1394.95
IO	 38	 1393.42
IO	 10	 1395.33
IO	 60	 1392.32
IO	 36	 1393.88
IO	 74	 1391.3
IO	 26	 1394.67
IO	 18	 1395.32
IO	 50	 1393.32
IO	 92	 1390.77
IO	 72	 1392.03
IO	 70	 1392.07
IO	 2	 1396.4
IO	 0	 1396.55
