CPU	 1	 0.05
CPU	 3	 0.066675
CPU	 5	 0.05
CPU	 7	 0.05
CPU	 9	 0.05
CPU	 11	 0.05
CPU	 13	 0.03335
CPU	 15	 0.05
CPU	 17	 0.066675
CPU	 19	 0.066675
CPU	 21	 0.083325
CPU	 23	 0.05
CPU	 25	 0.066675
CPU	 27	 0.066675
CPU	 29	 0.06665
CPU	 31	 0.1
CPU	 33	 0.083325
CPU	 35	 0.05
CPU	 37	 0.05
CPU	 39	 0.066675
CPU	 41	 0.05
CPU	 43	 0.066675
CPU	 45	 0.083325
CPU	 47	 0.1
CPU	 49	 0.083325
CPU	 51	 0.1
CPU	 53	 0.06665
CPU	 55	 0.08335
CPU	 57	 0.083325
CPU	 59	 0.066675
CPU	 61	 0.06665
CPU	 63	 0.066675
CPU	 65	 0.083325
CPU	 67	 0.066675
CPU	 69	 0.066675
CPU	 71	 0.083325
CPU	 73	 0.06665
CPU	 75	 0.06665
CPU	 77	 0.066675
CPU	 79	 0.05
CPU	 81	 0.083325
CPU	 83	 0.066675
CPU	 85	 0.066675
CPU	 87	 0.05
CPU	 89	 0.08335
CPU	 91	 0.083325
CPU	 93	 0.083325
CPU	 95	 0.066675
CPU	 97	 0.083325
CPU	 99	 0.08335
CPU	 101	 0.083325
CPU	 103	 0.083325
CPU	 105	 0.083325
CPU	 107	 0.08335
CPU	 109	 0.083325
CPU	 111	 0.06665
CPU	 113	 0.1
CPU	 115	 0.066675
CPU	 117	 0.06665
CPU	 119	 0.066675
CPU	 121	 0.08335
CPU	 123	 0.08335
CPU	 125	 0.083325
CPU	 127	 0.083325
CPU	 129	 0.1
CPU	 131	 0.066675
CPU	 133	 0.066675
CPU	 135	 0.083325
CPU	 137	 0.06665
CPU	 139	 0.1
CPU	 141	 0.06665
CPU	 143	 0.066675
CPU	 145	 0.1
CPU	 147	 0.1
CPU	 149	 0.066675
CPU	 151	 0.1
CPU	 153	 0.083325
CPU	 155	 0.083325
CPU	 157	 0.08335
CPU	 159	 0.066675
CPU	 161	 0.083325
CPU	 163	 0.083325
CPU	 165	 0.066675
CPU	 167	 0.08335
CPU	 169	 0.116675
CPU	 171	 0.08335
CPU	 173	 0.1
CPU	 175	 0.1
CPU	 177	 0.1
CPU	 179	 0.06665
CPU	 181	 0.08335
CPU	 183	 0.06665
CPU	 185	 0.066675
CPU	 187	 0.066675
CPU	 189	 0.1
CPU	 191	 0.1
CPU	 193	 0.06665
CPU	 195	 0.116675
CPU	 197	 0.1
CPU	 199	 0.1
CPU	 201	 0.1
CPU	 203	 0.083325
CPU	 205	 0.1
CPU	 207	 0.08335
CPU	 209	 0.083325
CPU	 211	 0.1
IO	 0	 2916.6
IO	 10	 2917.22
IO	 6	 2917.67
IO	 32	 2917.15
IO	 30	 2917.57
IO	 12	 2918.33
IO	 8	 2918.53
IO	 16	 2918.35
IO	 28	 2917.92
IO	 2	 2919.45
IO	 50	 2917.58
IO	 36	 2918.38
IO	 52	 2917.57
IO	 20	 2919.33
IO	 48	 2918.02
IO	 34	 2918.77
IO	 4	 2919.97
IO	 14	 2920.02
IO	 60	 2917.88
IO	 46	 2918.77
IO	 26	 2919.98
IO	 56	 2918.48
IO	 66	 2917.88
IO	 18	 2920.55
IO	 84	 2917.1
IO	 90	 2916.9
IO	 22	 2920.72
IO	 44	 2919.85
IO	 96	 2916.92
IO	 24	 2921.02
IO	 68	 2918.63
IO	 54	 2919.58
IO	 112	 2916.07
IO	 58	 2919.42
IO	 100	 2916.98
IO	 64	 2919.17
IO	 38	 2920.88
IO	 42	 2920.73
IO	 40	 2920.92
IO	 62	 2919.67
IO	 94	 2917.83
IO	 118	 2916.2
IO	 122	 2916.03
IO	 70	 2919.48
IO	 80	 2919.03
IO	 134	 2915.4
IO	 72	 2919.58
IO	 92	 2918.45
IO	 82	 2919.13
IO	 74	 2919.65
IO	 144	 2914.88
IO	 76	 2919.78
IO	 86	 2919.28
IO	 108	 2917.97
IO	 110	 2917.85
IO	 88	 2919.35
IO	 114	 2917.6
IO	 104	 2918.37
IO	 78	 2920.02
IO	 156	 2914.47
IO	 140	 2915.82
IO	 136	 2916.15
IO	 120	 2917.4
IO	 98	 2918.93
IO	 116	 2917.68
IO	 148	 2915.27
IO	 150	 2915.15
IO	 106	 2918.57
IO	 102	 2918.83
IO	 142	 2915.93
IO	 166	 2913.97
IO	 154	 2915.07
IO	 130	 2917.05
IO	 168	 2914.07
IO	 132	 2916.93
IO	 124	 2917.6
IO	 176	 2913.42
IO	 172	 2913.83
IO	 178	 2913.37
IO	 162	 2914.77
IO	 188	 2912.57
IO	 128	 2917.53
IO	 170	 2914.18
IO	 126	 2917.73
IO	 146	 2916.17
IO	 138	 2916.88
IO	 160	 2915.12
IO	 212	 2910.43
IO	 152	 2915.88
IO	 198	 2911.87
IO	 158	 2915.45
IO	 184	 2913.25
IO	 174	 2914.15
IO	 204	 2911.38
IO	 194	 2912.4
IO	 164	 2915.05
IO	 182	 2913.5
IO	 186	 2913.18
IO	 180	 2913.72
IO	 196	 2912.27
IO	 210	 2910.92
IO	 190	 2912.9
IO	 200	 2911.92
IO	 192	 2912.72
IO	 202	 2911.73
IO	 206	 2911.35
IO	 208	 2911.17
